Order,PID,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1317,902326060,190,5,60,10800,1,3,3,0,4,0,20,2,2,1,0,6,7,1905,2000,1,1,12,14,3,0,3,4,0,1,4,3,5,0,5,0,482,482,0,0,0,4,1221,691,0,1912,0,0,2,0,3,2,4,7,7,1,5,2003,2,2,672,2,4,2,0,25,212,0,0,0,0,4,2008,9,4,163000
1320,902401010,50,5,69.22459016,5700,1,3,3,0,4,0,20,2,2,0,0,7,7,1926,1950,1,1,12,14,3,0,3,4,2,4,4,3,5,0,5,0,572,572,0,4,1,4,572,539,0,1111,0,0,1,0,2,1,4,5,7,1,5,1982,2,1,288,4,4,2,0,0,176,0,0,0,0,8,2008,9,4,116900
1321,902401120,75,5,75,13500,1,3,3,0,4,0,20,0,3,0,4,10,9,1893,2000,1,1,12,14,3,0,0,0,0,4,4,3,5,0,5,0,1237,1237,0,2,1,4,1521,1254,0,2775,0,0,3,1,3,1,2,9,7,1,5,1988,2,2,880,2,4,2,105,502,0,0,0,0,0,7,2008,9,4,325000
1322,902402260,70,5,60,11340,1,3,3,0,4,0,20,2,2,0,5,2,1,1920,1950,1,1,0,0,3,0,1,1,0,1,1,3,5,0,5,0,723,723,0,4,0,4,723,363,0,1086,0,0,1,0,2,1,4,5,0,0,5,1920,2,2,400,1,3,0,0,24,144,0,0,0,0,11,2008,3,4,55000
1323,902405070,70,5,60,10800,1,3,3,0,4,0,20,2,2,0,5,7,7,1890,1999,1,1,12,15,3,0,3,4,0,4,4,2,5,0,5,0,1313,1313,1,2,1,4,1313,1182,0,2495,0,0,2,0,5,1,4,10,7,1,5,1950,2,2,342,4,1,2,0,299,0,0,0,0,0,12,2008,9,4,184000
1324,902406020,20,5,65,9750,1,3,3,0,4,0,20,2,2,0,2,5,6,1959,1959,1,1,7,8,1,164,3,4,1,4,4,3,4,200,5,0,784,984,0,2,1,4,984,0,0,984,1,0,1,0,2,1,1,5,7,0,5,1959,2,1,308,4,4,0,0,0,0,0,0,0,0,6,2008,9,4,110000
1325,902406090,50,5,81,12150,1,3,3,0,4,0,20,2,2,0,0,5,5,1954,1954,1,1,7,8,1,335,3,4,0,4,4,3,5,0,5,0,1050,1050,0,0,0,1,1050,745,0,1795,0,0,2,0,4,1,4,7,7,0,1,1954,2,1,352,1,4,2,0,0,0,0,0,0,0,11,2008,9,4,131500
1327,902427150,20,5,52,8516,1,3,3,0,4,0,20,2,2,0,2,4,6,1958,2006,1,1,7,8,3,0,3,4,1,4,4,3,5,0,5,0,869,869,0,4,1,4,1093,0,0,1093,0,0,1,0,2,1,4,5,7,0,5,1959,2,1,308,4,4,2,0,0,0,0,0,0,0,5,2008,9,4,115500
1328,903201030,30,4,55,7111,1,0,0,0,4,0,3,2,2,0,2,5,7,1928,1983,1,1,13,15,3,0,2,2,0,4,4,3,3,406,1,273,329,1008,0,4,1,4,1143,0,0,1143,0,0,1,0,2,1,4,5,7,1,5,1992,2,1,288,4,4,2,265,0,0,0,0,0,0,7,2008,9,4,138000
1329,903204010,50,5,69.22459016,7425,1,0,0,0,0,0,3,6,0,0,0,7,7,1945,1950,1,1,12,14,3,0,3,4,1,4,1,3,5,0,5,0,672,672,0,2,1,4,1195,473,0,1668,0,0,1,1,3,1,2,8,7,0,1,1945,2,1,252,4,4,2,210,0,0,0,0,0,0,8,2008,9,0,108000
1330,903204095,40,5,50,9100,1,3,3,0,4,0,3,6,1,0,2,5,6,1930,1960,1,1,11,13,3,0,3,4,0,4,4,3,5,0,5,0,742,742,0,4,1,0,779,0,156,935,0,0,1,0,2,1,4,4,7,0,5,1988,2,1,308,4,4,1,0,0,0,0,0,0,600,8,2008,9,4,79500
1331,903206070,50,4,69.22459016,7010,1,3,3,0,4,0,3,2,2,0,0,5,5,1935,1950,1,1,12,14,3,0,3,4,0,4,4,3,4,175,5,0,849,1024,0,4,1,4,1144,594,0,1738,0,0,2,0,3,1,4,6,7,1,5,1950,2,1,240,4,4,1,0,30,0,0,0,0,0,7,2008,9,4,153000
1333,903225140,50,5,50,5000,1,3,3,0,4,0,3,1,2,0,0,5,7,1941,2006,1,1,12,14,3,0,3,2,1,4,4,3,0,600,5,0,72,672,0,0,1,4,832,378,0,1210,0,0,1,0,3,1,2,6,7,0,5,1941,2,1,240,4,4,1,0,0,0,0,0,0,0,5,2008,9,4,124000
1334,903225160,70,5,59,5870,1,3,3,0,0,0,3,1,1,0,5,6,9,1900,2000,1,1,5,6,3,0,3,2,0,4,4,3,5,0,5,0,554,554,0,0,1,4,736,554,0,1290,0,0,1,1,3,1,4,6,7,0,5,1926,2,1,200,1,4,2,38,112,0,0,0,0,400,4,2008,9,4,106900
1335,903226060,50,5,50,6000,1,3,3,0,4,0,3,2,2,0,0,6,7,1940,1989,1,1,12,14,3,0,3,4,1,4,4,3,0,521,5,0,460,981,0,0,1,4,1014,658,0,1672,0,0,1,1,3,1,2,6,7,1,5,1940,2,1,240,4,4,2,0,11,0,0,0,0,0,7,2008,9,4,164900
1336,903226150,30,5,50,6000,1,3,1,0,4,0,3,2,2,0,2,5,7,1924,2003,1,1,12,14,3,0,3,1,0,4,1,3,5,0,5,0,949,949,0,0,1,4,949,0,0,949,0,0,1,0,2,1,4,5,7,1,5,1924,2,2,370,4,4,2,0,0,48,0,0,0,0,7,2008,9,4,119000
1337,903227080,50,5,50,6000,1,3,3,0,0,0,3,2,2,0,0,6,7,1929,1950,1,1,13,15,3,0,3,4,0,4,4,3,5,0,5,0,862,862,0,4,1,4,950,208,0,1158,0,0,1,0,3,1,4,5,7,1,3,1929,1,1,208,4,4,2,0,0,112,0,0,0,0,7,2008,9,4,120000
1338,903228040,50,5,50,6000,1,3,3,0,4,0,3,2,2,0,0,6,7,1937,2000,1,1,12,14,3,0,3,2,0,4,4,3,4,201,3,162,462,825,0,0,1,4,825,672,0,1497,0,0,2,0,3,1,4,5,7,0,5,2004,2,1,672,4,4,2,272,0,0,0,0,0,0,5,2008,9,4,157000
1339,903228060,50,5,50,6000,1,3,3,0,4,0,3,2,2,0,0,6,5,1939,1950,1,1,12,14,3,0,3,4,1,4,4,3,3,264,5,0,475,739,0,0,1,4,874,468,0,1342,0,0,2,0,2,2,4,7,7,1,5,1939,2,1,240,4,4,2,0,0,0,0,0,0,0,4,2008,9,4,105000
1340,903228090,45,5,50,5000,1,3,0,0,4,1,3,2,2,0,1,6,7,1926,1950,1,1,7,8,3,0,3,4,0,4,4,3,5,0,5,0,992,992,0,0,1,4,1013,0,0,1013,0,0,1,0,3,1,4,6,7,0,5,1926,2,1,160,1,4,2,0,0,101,0,0,0,0,4,2008,9,4,113000
1341,903230110,50,5,60,5520,1,0,3,0,2,0,3,1,2,0,0,5,7,1920,1997,1,1,0,0,3,0,3,2,0,4,4,3,0,68,5,0,497,565,0,4,1,4,565,651,0,1216,1,0,1,0,3,1,4,6,7,1,3,1920,1,1,355,1,4,2,0,0,180,0,0,0,0,4,2008,9,4,115000
1343,903231080,50,5,52,6240,1,3,3,0,4,0,3,2,2,0,0,4,7,1929,1950,1,1,7,8,3,0,3,4,2,4,4,3,1,80,5,0,624,704,0,0,1,4,624,512,0,1136,0,1,1,0,2,1,4,6,7,0,5,1990,2,1,336,4,4,2,0,365,80,0,0,0,0,8,2008,9,4,123000
1345,903232090,50,5,52,6240,1,3,3,0,4,0,3,2,2,0,0,5,7,1930,1992,1,1,7,8,3,0,3,4,2,4,4,3,5,0,5,0,1078,1078,0,4,1,4,1128,445,0,1573,0,0,2,0,3,1,4,8,7,1,5,1930,2,2,360,4,4,1,0,0,0,0,0,0,0,6,2008,9,4,162900
1346,903233080,50,5,52,6240,1,3,3,0,4,0,3,2,2,0,0,7,5,1939,1950,1,1,12,14,3,0,3,4,0,4,4,2,4,300,3,240,449,989,0,4,1,4,1245,764,0,2009,0,0,2,0,4,1,4,7,3,1,5,1939,2,2,400,4,4,2,0,20,0,0,0,0,0,1,2008,9,4,150000
1347,903234090,70,5,51,6120,1,3,3,0,4,0,20,0,2,0,5,5,5,1923,1950,2,1,12,14,3,0,3,4,0,4,4,3,3,203,5,0,897,1100,0,4,1,4,1226,676,0,1902,0,0,2,0,4,1,4,7,7,0,5,1960,2,2,576,4,4,2,0,139,55,0,0,0,0,10,2008,9,4,123500
1348,903234100,50,5,51,6120,1,3,3,0,4,0,20,0,2,0,0,7,5,1931,1950,1,1,2,15,3,0,3,4,0,4,4,3,5,0,5,0,952,952,0,2,1,1,1022,752,0,1774,0,0,2,0,2,2,4,8,2,2,5,1931,2,2,468,1,4,2,90,0,205,0,0,0,0,4,2008,9,0,129900
1349,903235010,70,5,60,6155,1,0,3,0,3,0,3,8,1,0,5,6,8,1920,1999,1,1,12,14,3,0,3,4,0,1,1,2,5,0,5,0,611,611,0,0,1,4,751,611,0,1362,0,0,2,0,3,1,4,6,7,0,5,1920,0,2,502,4,1,2,0,0,84,0,0,0,0,6,2008,9,4,128000
1350,903235100,30,5,60,6324,1,0,3,0,4,0,3,1,7,0,2,4,6,1927,1950,1,1,7,8,3,0,3,4,0,4,4,3,5,0,5,0,520,520,0,1,0,4,520,0,0,520,0,0,1,0,1,1,1,4,7,0,5,1920,2,1,240,1,4,2,49,0,87,0,0,0,0,5,2008,9,4,68500
1351,903236010,50,5,50,8635,1,3,3,0,4,0,3,2,2,0,0,5,5,1948,2001,1,1,12,14,3,0,3,4,1,4,4,3,1,336,2,41,295,672,0,4,1,4,1072,213,0,1285,1,0,1,0,2,1,4,6,2,0,5,1948,2,1,240,4,4,2,0,0,0,0,0,0,0,1,2008,9,4,127000
1352,903400180,50,4,64,13053,1,3,0,0,4,0,3,2,2,0,0,6,7,1923,2000,2,1,12,14,3,0,3,4,0,4,4,3,5,0,5,0,833,833,0,2,1,4,1053,795,0,1848,0,0,1,1,4,1,2,8,7,1,5,1922,2,2,370,4,4,0,0,0,0,0,220,0,0,6,2008,9,4,207000
1353,903401020,50,4,60,9120,1,3,3,0,4,0,3,2,2,0,0,7,6,1925,1950,1,1,12,14,3,0,3,2,2,4,4,3,4,329,5,0,697,1026,0,0,1,4,1133,687,0,1820,1,0,2,0,4,1,4,8,7,0,5,1925,2,1,240,4,4,0,0,100,0,0,0,0,0,6,2008,9,4,184000
1354,903401030,50,4,60,9144,1,3,3,0,4,0,3,2,2,0,0,6,4,1915,2004,1,1,11,13,3,0,3,2,0,4,4,3,5,0,5,0,810,810,0,0,1,4,1170,546,0,1716,0,0,2,0,4,1,2,8,7,0,5,1970,2,2,672,4,4,2,0,195,0,0,0,0,0,3,2008,9,4,162500
1355,903401050,50,4,69.22459016,9144,1,3,3,0,4,0,3,2,2,0,0,5,5,1940,1982,1,1,7,8,3,0,3,4,1,4,4,3,4,399,5,0,484,883,0,2,1,4,988,517,0,1505,1,0,1,0,3,1,4,8,7,0,5,1940,2,1,240,4,4,0,0,0,0,0,0,0,0,7,2008,9,4,145000
1356,903425420,30,4,55,10267,1,3,3,0,4,0,3,6,2,0,2,6,7,1918,2000,1,1,10,15,3,0,3,2,0,4,2,2,4,210,0,606,0,816,0,0,1,4,838,0,0,838,1,0,1,0,2,1,1,5,7,0,5,1961,0,1,275,4,4,0,0,0,112,0,0,0,0,5,2008,9,4,130000
1358,903427090,70,5,69.22459016,5100,1,3,3,0,4,0,20,2,2,0,5,8,7,1925,1996,3,1,10,15,3,0,3,2,2,4,4,3,5,0,5,0,588,588,0,1,1,4,833,833,0,1666,0,0,1,0,3,1,2,7,7,1,5,1925,2,1,228,4,4,2,192,63,0,0,0,0,0,6,2008,9,4,161000
1359,903429010,50,5,63,4347,1,3,3,0,4,0,20,2,2,0,0,6,8,1910,1950,2,1,7,8,3,0,2,4,0,2,2,3,5,0,5,0,796,796,0,0,1,4,825,784,0,1609,0,0,1,0,3,1,4,7,7,0,5,1910,2,1,228,1,1,0,0,182,0,0,0,0,0,6,2008,9,4,127500
1360,903452025,30,5,69.22459016,6291,0,0,3,0,4,0,11,7,2,0,2,6,6,1930,1950,1,1,10,15,3,0,2,2,0,4,4,3,5,0,5,0,768,768,0,4,1,4,768,0,0,768,0,0,1,0,1,1,4,4,7,0,5,1930,2,2,440,4,4,0,0,0,84,0,0,0,0,7,2008,9,4,93850
1361,903453050,70,5,60,10266,1,3,3,0,4,0,11,2,2,0,5,6,6,1952,1952,1,1,7,8,3,0,3,4,1,4,4,3,4,372,5,0,396,768,0,4,1,0,768,768,0,1536,0,0,1,1,4,1,4,7,7,0,5,1952,2,1,308,4,4,2,0,216,80,0,0,0,0,5,2008,0,0,136000
1362,903454100,50,5,60,6876,1,3,0,0,4,0,11,2,2,0,0,6,6,1938,1958,1,1,12,14,3,0,3,4,0,4,4,3,5,0,5,0,1272,1272,0,4,1,4,1272,0,697,1969,0,0,2,0,4,1,4,9,2,1,5,1938,2,2,400,4,4,2,0,34,0,0,0,0,0,11,2008,0,4,141000
1363,903455030,50,5,69.22459016,10320,1,3,3,0,4,0,11,2,2,0,0,5,6,1915,1978,1,1,5,6,3,0,3,1,0,4,1,3,5,0,5,0,880,880,0,2,1,4,880,428,0,1308,0,0,2,0,2,1,4,6,7,0,5,1950,2,2,400,1,1,2,0,0,117,0,0,0,0,4,2008,9,4,120000
1364,903455140,30,5,60,7200,1,3,3,0,0,0,11,2,2,0,2,6,7,1925,1992,1,1,11,13,3,0,3,4,1,4,4,3,5,0,5,0,1040,1040,0,2,1,4,1040,0,0,1040,0,0,1,0,2,1,4,5,7,0,5,1993,2,2,320,4,4,2,0,132,0,0,0,0,0,7,2008,9,4,127500
1365,903456130,50,5,62,7006,1,3,3,0,4,0,11,2,2,0,0,6,6,1925,1950,1,1,10,12,3,0,3,4,2,4,4,3,4,121,5,0,647,768,0,4,1,4,788,448,0,1236,1,0,2,0,3,1,4,6,7,1,5,1985,2,1,384,4,4,2,0,0,0,0,0,0,0,8,2008,9,3,127000
1367,903475020,20,5,49,8235,1,0,1,0,4,0,20,1,7,0,2,5,7,1955,1995,1,1,7,8,3,0,3,2,1,4,4,3,3,180,4,645,0,825,0,4,1,4,825,0,0,825,1,0,1,0,2,1,4,4,7,0,5,1963,1,2,720,4,4,2,140,50,0,0,0,0,0,6,2008,9,4,125000
1369,903481010,30,5,60,10320,1,3,3,0,4,0,11,7,2,0,2,5,8,1912,1991,1,1,12,14,3,0,3,4,0,1,4,3,5,0,5,0,451,451,0,4,1,4,759,0,0,759,0,0,1,0,1,1,4,5,7,0,5,1997,2,2,576,4,4,0,40,0,0,0,0,0,0,8,2008,3,3,85000
1371,903484020,50,5,60,10320,1,3,3,0,4,0,11,2,2,0,0,6,7,1906,1995,1,1,7,8,3,0,3,4,1,4,4,3,5,0,5,0,756,756,0,0,1,4,756,713,0,1469,0,0,1,0,3,1,4,7,7,0,5,1906,2,1,216,4,4,2,57,0,239,0,0,0,0,6,2008,9,4,135000
1372,904100020,20,4,82,9488,1,3,3,0,4,0,22,1,2,0,2,5,6,1947,1993,1,1,11,13,3,0,2,4,1,4,4,3,5,0,5,0,1046,1046,0,2,0,4,1054,0,0,1054,0,0,1,0,3,1,4,6,7,0,5,1947,2,1,240,4,4,2,0,60,122,0,0,0,0,9,2008,9,0,124000
1373,904100040,20,4,55,8250,1,3,3,0,4,0,22,1,2,0,2,5,5,1968,1968,3,1,5,6,3,0,3,4,1,4,4,3,1,250,3,492,210,952,0,0,1,4,1211,0,0,1211,0,0,1,0,3,1,4,5,7,1,1,1968,2,1,322,4,4,2,0,63,0,0,0,0,0,8,2008,9,4,134000
1374,904100160,50,4,115,21286,1,3,3,0,4,0,22,2,2,0,0,5,5,1948,1950,1,1,12,14,3,0,3,4,1,4,4,3,5,0,5,0,720,720,0,4,1,4,720,551,0,1271,0,0,2,0,4,1,4,7,7,1,1,1948,2,1,312,4,4,2,0,0,108,0,0,0,0,8,2008,9,4,135000
1377,905100020,85,4,69.22459016,11235,1,3,3,0,0,0,22,1,2,0,6,5,6,1963,1963,1,1,5,14,3,0,3,4,1,2,4,0,0,784,5,0,197,981,0,4,1,4,1075,0,0,1075,1,0,1,0,3,1,2,6,7,0,5,1996,2,2,440,4,4,2,64,0,0,0,64,0,0,5,2008,9,0,148000
1378,905102170,20,4,70,11200,1,3,3,0,4,0,22,2,2,0,2,5,5,1965,1965,3,1,5,6,3,0,3,4,1,4,4,3,4,906,5,0,134,1040,0,0,1,4,1040,0,0,1040,1,0,1,0,3,1,4,5,7,0,5,1965,2,1,384,4,4,2,0,0,0,0,0,0,0,2,2008,9,4,129500
1379,905103030,80,4,80,13014,1,3,3,0,4,0,22,2,2,0,7,6,5,1978,1978,1,1,5,10,1,39,3,4,1,4,4,0,0,528,5,0,480,1008,0,4,1,4,1096,0,0,1096,1,0,1,0,3,1,4,6,7,1,1,1978,2,2,484,4,4,2,168,0,0,0,0,0,0,12,2008,9,4,157500
1380,905104080,20,4,69.22459016,7162,1,0,3,0,4,0,22,2,2,0,2,5,7,1966,1966,1,1,5,6,0,41,3,4,2,4,4,3,5,0,5,0,876,876,0,4,1,4,904,0,0,904,0,0,1,0,3,1,4,6,7,0,1,1966,2,1,408,4,4,2,0,0,0,0,0,0,0,12,2008,9,0,109900
1381,905104110,20,4,68,10265,1,0,3,0,4,0,22,2,2,0,2,5,7,1967,2005,1,1,5,6,3,0,3,1,1,4,4,3,0,758,5,0,234,992,0,0,1,4,992,0,0,992,1,0,1,0,3,1,2,6,7,0,1,1967,1,1,294,4,4,2,204,0,0,0,0,0,600,7,2008,9,4,145000
1382,905104180,20,4,57,9764,1,0,3,0,2,0,22,1,2,0,2,5,7,1967,2003,1,1,11,13,3,0,3,4,1,4,4,3,1,702,5,0,192,894,0,0,1,4,894,0,0,894,1,0,1,0,3,1,2,5,7,0,1,1967,1,2,450,4,4,2,0,0,0,0,0,0,0,5,2008,9,4,130000
1383,905107280,85,4,69.22459016,7703,1,0,3,0,1,0,22,2,2,0,6,6,8,1978,1978,1,1,5,6,0,40,3,4,1,2,4,1,0,450,5,0,0,450,0,0,1,4,1034,0,0,1034,0,1,1,0,3,1,4,6,7,1,2,1978,0,2,504,4,4,2,311,0,0,0,0,0,0,5,2008,9,4,153000
1384,905107380,20,4,69.22459016,9981,1,0,3,0,0,0,22,2,2,0,2,5,5,1967,1967,1,1,7,8,1,340,3,4,1,4,4,2,1,221,5,0,852,1073,0,2,1,4,1073,0,0,1073,0,0,1,0,3,1,4,6,7,0,1,1967,1,1,270,4,4,2,0,90,0,0,0,0,0,3,2008,9,4,120000
1385,905108170,85,4,69.22459016,7400,1,0,3,0,1,0,22,2,2,0,6,5,5,1984,1984,1,1,11,13,3,0,3,4,2,2,4,0,3,104,0,956,0,1060,0,4,1,4,1126,0,0,1126,1,0,1,0,2,1,4,5,7,0,1,1984,2,2,506,4,4,2,178,0,0,0,0,0,0,3,2008,9,4,152000
1386,905200090,90,4,60,12900,1,3,3,0,4,0,22,1,2,2,6,4,4,1969,1969,1,1,8,10,3,0,3,4,1,2,4,0,2,1198,5,0,0,1198,0,4,1,4,1258,0,0,1258,2,0,0,2,0,2,4,6,7,0,4,1969,2,2,400,1,4,2,120,0,0,0,0,0,0,1,2008,9,2,108959
1387,905200100,190,4,60,12900,1,3,3,0,4,0,22,1,2,1,2,5,4,1920,1950,1,1,2,12,3,0,3,4,2,4,1,3,1,1300,5,0,0,1300,0,1,1,4,1140,0,0,1140,1,0,1,0,3,1,4,6,7,0,4,1920,2,2,400,4,4,2,0,0,190,0,0,0,0,1,2008,9,2,95541
1389,905200510,20,4,69.22459016,8544,1,0,3,0,1,0,22,2,2,0,2,5,6,1966,2006,1,1,5,6,3,0,3,4,1,4,4,3,5,0,5,0,1228,1228,0,2,1,4,1228,0,0,1228,0,0,1,1,3,1,2,6,7,0,1,1966,2,1,271,4,4,2,0,65,0,0,0,0,0,6,2008,9,4,149350
1390,905201020,20,4,94,9239,1,3,3,0,4,0,22,1,2,0,2,5,8,1963,2003,1,1,11,13,3,0,3,2,1,4,4,3,2,634,5,0,326,960,0,0,1,4,960,0,0,960,1,0,1,0,3,1,2,6,7,0,1,1963,0,1,300,4,4,2,168,0,0,0,0,0,0,5,2008,9,4,144900
1391,905201110,20,4,88,14175,1,3,3,0,4,0,22,3,2,0,2,6,8,1956,1956,1,1,5,6,3,0,3,4,1,4,2,1,2,776,5,0,212,988,0,4,1,0,1188,0,0,1188,1,0,1,0,1,1,4,4,7,1,1,1956,2,2,621,4,4,2,102,89,231,0,0,0,0,6,2008,9,4,185000
1392,905201120,20,4,69.22459016,13284,1,3,3,0,4,0,22,4,2,0,2,5,5,1954,1954,1,1,12,10,3,0,3,4,2,2,4,2,1,1064,5,0,319,1383,0,4,1,4,1383,0,0,1383,1,0,1,0,3,1,4,6,7,1,1,1954,2,1,354,4,4,2,511,116,0,0,0,0,0,6,2008,9,4,165000
1393,905202230,20,4,69.22459016,13500,1,3,3,0,4,0,4,2,2,0,2,6,7,1960,1975,0,1,2,10,3,0,3,4,1,2,4,1,1,429,0,1080,93,1602,0,2,1,4,1252,0,0,1252,1,0,1,0,1,1,4,4,7,1,1,1960,1,2,564,4,4,2,409,0,0,0,0,0,0,3,2008,9,4,235000
1394,905225040,80,4,85,13825,1,3,3,0,4,0,22,2,2,0,7,5,6,1958,1987,1,1,7,8,3,0,3,2,1,4,4,3,5,0,5,0,533,533,0,4,1,4,1021,580,0,1601,0,1,1,0,3,1,4,6,3,0,3,1958,1,1,300,4,4,2,280,34,0,0,0,0,0,12,2008,9,4,140000
1395,905226030,30,4,60,10200,1,3,3,0,4,0,22,2,2,0,2,5,8,1940,1997,1,1,12,14,3,0,3,4,2,4,4,3,5,0,5,0,672,672,0,0,1,4,672,0,0,672,0,0,1,0,2,1,4,4,7,0,5,1940,2,1,240,4,4,0,168,0,0,0,0,0,0,8,2008,9,4,108000
1396,905226110,190,4,69.22459016,10532,1,3,3,0,0,0,4,2,2,0,2,5,3,1960,1960,0,5,8,10,4,275,3,4,1,4,4,2,4,988,5,0,0,988,0,2,1,4,1721,0,0,1721,1,0,2,0,3,1,4,7,4,2,2,1960,2,2,626,4,4,2,50,84,0,0,0,0,0,12,2008,9,0,145000
1397,905227050,50,4,63,8375,1,3,3,0,0,0,22,2,2,0,0,5,7,1941,1973,1,1,12,14,3,0,3,4,0,4,4,3,0,336,5,0,240,576,0,2,1,4,864,486,0,1350,1,0,1,1,2,1,2,6,2,0,0,1973,2,3,627,4,4,0,0,0,0,0,0,0,0,6,2008,9,4,152400
1398,905300020,80,4,69.22459016,10200,1,3,3,0,4,0,22,2,2,0,7,5,8,1970,1970,3,1,5,6,3,0,3,2,2,2,4,0,0,704,5,0,160,864,0,0,1,4,904,0,0,904,0,0,1,0,3,1,2,5,7,0,0,1979,2,3,912,4,4,2,143,0,0,0,0,0,0,6,2008,9,4,144000
1399,905351089,120,4,69.22459016,2887,1,3,1,0,4,0,4,2,2,0,2,6,5,1996,1997,1,1,12,14,3,0,3,4,2,2,4,2,2,1003,5,0,288,1291,0,0,1,4,1291,0,0,1291,1,0,1,0,2,1,2,6,7,1,1,1996,2,2,431,4,4,2,307,0,0,0,0,0,0,11,2008,9,4,173000
1400,905352030,60,4,83,10005,1,3,3,0,4,0,4,2,2,0,5,7,5,1977,1977,3,1,8,10,1,299,3,4,1,2,4,3,1,392,5,0,768,1160,0,0,1,4,1156,866,0,2022,0,0,2,1,4,1,4,8,7,1,1,1977,0,2,505,4,4,2,288,117,0,0,0,0,0,3,2008,9,4,192000
1401,905352070,20,4,82,20270,1,0,3,0,1,0,4,2,2,0,2,7,6,1979,1979,1,1,8,10,3,0,3,4,1,2,4,1,2,599,5,0,925,1524,0,4,1,4,1524,0,0,1524,1,0,2,0,3,1,4,7,7,2,1,1979,0,2,478,4,4,2,140,0,0,0,0,0,0,4,2008,9,4,245000
1402,905401045,20,4,73,39104,1,0,2,0,1,2,4,2,2,0,2,7,7,1954,2005,0,2,8,10,3,0,3,4,1,2,4,1,3,226,2,1063,96,1385,0,0,1,4,1363,0,0,1363,1,0,1,0,2,1,4,5,4,2,1,1954,2,2,439,4,4,2,81,0,0,0,0,0,0,4,2008,9,4,241500
1403,905401060,20,4,69.22459016,53227,1,0,2,0,1,1,4,2,2,0,2,4,6,1954,1994,0,5,8,10,3,0,3,4,1,2,4,1,1,1116,5,0,248,1364,0,0,1,4,1663,0,0,1663,1,0,1,0,2,1,2,6,2,2,1,1954,0,2,529,4,4,2,224,137,0,0,0,0,0,3,2008,9,4,256000
1404,905402090,80,4,124,11512,1,0,3,0,0,0,7,2,2,0,7,6,7,1959,2006,1,1,8,10,1,84,3,4,1,4,4,0,0,719,5,0,300,1019,0,2,1,4,1357,0,0,1357,1,0,1,0,2,1,0,5,7,1,2,1959,1,1,312,4,4,2,0,0,0,0,163,0,0,5,2008,9,4,177000
1405,905403060,50,4,50,5190,1,3,3,0,4,0,7,2,2,0,0,7,5,1948,1950,1,1,2,10,3,0,3,4,1,4,4,3,5,0,5,0,570,570,0,4,1,4,617,462,0,1079,0,0,1,0,2,1,4,5,7,1,1,1948,2,1,249,4,4,2,135,0,0,0,0,0,0,1,2008,9,4,125600
1406,905403150,20,4,85,10452,1,0,3,0,4,0,7,2,2,0,2,6,5,1953,1953,3,1,12,14,4,216,3,4,1,4,4,2,4,500,5,0,594,1094,0,0,1,4,1094,0,0,1094,0,0,1,0,3,1,4,5,7,2,1,1953,1,2,495,4,4,2,0,0,0,0,287,0,0,6,2008,9,4,155000
1407,905425125,50,4,75,45600,1,1,0,0,4,0,4,2,2,0,0,6,8,1908,1997,1,1,12,14,3,0,3,4,0,4,4,3,5,0,5,0,907,907,0,4,1,4,1307,1051,0,2358,0,0,3,0,5,1,4,10,7,1,5,1908,2,2,360,1,4,2,486,40,0,0,175,0,0,9,2008,9,4,240000
1409,905427050,50,4,66,21780,1,3,3,0,4,0,7,2,2,0,0,6,7,1918,1950,1,1,12,14,3,0,3,4,0,2,4,2,5,0,5,0,1163,1163,0,0,1,4,1163,511,0,1674,0,0,2,0,4,1,4,8,7,1,5,1955,0,2,396,4,4,0,72,36,0,0,144,0,0,7,2008,9,4,185000
1410,905427070,70,4,120,13728,1,3,3,0,0,0,7,2,2,0,5,6,7,1935,1986,3,1,10,12,3,0,3,4,1,4,4,3,4,626,5,0,501,1127,0,0,1,4,1236,872,0,2108,0,0,2,0,4,1,2,7,7,2,2,1935,2,2,540,4,4,2,0,0,0,0,90,0,0,7,2008,9,4,235000
1411,905451330,20,4,68,9571,1,3,3,0,4,0,7,2,2,0,2,5,6,1956,1956,3,1,12,14,3,0,3,4,1,4,4,0,4,870,5,0,639,1509,0,4,1,0,1509,0,0,1509,1,0,1,0,3,1,2,6,7,1,1,1956,2,1,322,4,4,2,158,0,0,0,576,0,0,7,2008,9,4,159900
